uncal;DP;eps;acc;mean_pred;utility;DP
Uncalibrated;DP;1;0.795;0.18833333333333332;0.04833333333333333;0.0010168954681469833
Uncalibrated;DP;4;0.7458333333333333;0.37333333333333335;0.0275;0.022138314454085484
Uncalibrated;DP;3;0.7883333333333333;0.2225;0.04541666666666667;0.08167671059321682
Uncalibrated;DP;2;0.7966666666666666;0.30666666666666664;0.05;0.14749985413384675
